1.000000000000000000e+02,6.352046925119998377e+01,6.344991276813913572e+01,6.278443627892102086e+01,6.219355685220600094e+01,6.206142450210060701e+01,6.180867255280350037e+01,6.132777311786666985e+01,6.128592257238868513e+01,6.074494096768868445e+01,0.000000000000000000e+00
1.000000000000000000e+02,6.451050779601091278e+01,6.376844495944904168e+01,6.376405667284188183e+01,6.365064983917713448e+01,6.291302316124638594e+01,6.232104620687400143e+01,6.218869927338184311e+01,6.162885171400532869e+01,6.141149586546001160e+01,0.000000000000000000e+00
1.000000000000000000e+02,6.866770060745722049e+01,6.726057351650783289e+01,6.569929764878395417e+01,6.524973785998039943e+01,6.485380125183674238e+01,6.464257145472025456e+01,6.389919154998261774e+01,6.389462104792982444e+01,6.301219718820000537e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.039727007491804045e+01,7.026866574721132963e+01,6.995139350441844783e+01,6.868006435464324966e+01,6.755764895622262145e+01,6.678619698446694031e+01,6.622377037423333945e+01,6.583373559610626558e+01,6.576823811676857190e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.137673416417526084e+01,7.109667966600903810e+01,7.104522854329258053e+01,7.054761876809016030e+01,6.876564269386047101e+01,6.869978801189738249e+01,6.867864679197599287e+01,6.702575679004081621e+01,6.631031813033332867e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.357835627765059883e+01,7.214089875494845217e+01,7.147596722083018506e+01,7.119664749395633407e+01,7.069796746126229436e+01,7.038420025493999788e+01,6.966553159074419455e+01,6.953729404408163361e+01,6.847710577409867483e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.628422882419131668e+01,7.380897607199999300e+01,7.373274967077108499e+01,7.245906424342857122e+01,7.229373167310309611e+01,7.162767600815095648e+01,7.126033759285573410e+01,7.121188628672986454e+01,6.981551307355815084e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.644591411328696040e+01,7.501248382680000759e+01,7.429827528155101390e+01,7.388714306389157116e+01,7.277348120683333832e+01,7.272580484134473977e+01,7.244656459125774006e+01,7.193109358279244248e+01,7.190239543116651078e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.951621043865306149e+01,7.755586177356521205e+01,7.684786342608433074e+01,7.548795958859999189e+01,7.547617250454098325e+01,7.477004316865306066e+01,7.331637020803836435e+01,7.259939750941238401e+01,7.217762036218867649e+01,0.000000000000000000e+00
1.000000000000000000e+02,8.169842180048979685e+01,8.089903732512244972e+01,8.028266232480000042e+01,8.019332270560001064e+01,7.997212124460000382e+01,7.968929067872166172e+01,7.912777918132076138e+01,7.858618488335370955e+01,7.779799570229508276e+01,0.000000000000000000e+00
1.000000000000000000e+02,8.730120433677109304e+01,8.620885706506666679e+01,8.512219870713401804e+01,8.419105995815094445e+01,8.375015629500001069e+01,8.314850370117903822e+01,8.287157407046940705e+01,8.232776273822608459e+01,8.212858728462293811e+01,0.000000000000000000e+00
