7.420422150000000272e+01,7.448833849071925783e+01,7.655521108087090454e+01
7.712104437013996971e+01,7.941116132018561302e+01,7.956106896774193160e+01
8.039051518894009973e+01,8.082192779582366882e+01,8.097202934370140781e+01
8.055627552995390772e+01,8.098836907656612993e+01,8.121587079471228776e+01
8.063915570046083303e+01,8.123803099767982872e+01,8.138881276516329422e+01
8.088779621198156633e+01,8.140447227842227562e+01,8.147915468118196713e+01
8.790010677293935260e+01,8.861129999999999995e+01,8.861447199883990322e+01
8.807997338258164177e+01,9.079470605568444341e+01,9.232492137096774343e+01
8.863400200311042454e+01,9.096659895591648137e+01,9.251392572580644469e+01
9.115278149651972228e+01,9.301828673561429639e+01,9.589141121889402086e+01
9.152971509048724386e+01,9.367130491446346241e+01,9.659964467281105271e+01
