0.000000000000000000e+00,7.087193718609782422e+01,7.134322608911962504e+01,7.183034139437786791e+01,7.259751144278607171e+01,7.289444802557262904e+01,7.407255314179020900e+01,7.468188046502183397e+01,7.703175638045181017e+01,7.757715216376219303e+01,1.000000000000000000e+02
0.000000000000000000e+00,7.270259839690437786e+01,7.411161411616615169e+01,7.451105421641790372e+01,7.487397052169581002e+01,7.685553135113094925e+01,7.758681844773295211e+01,7.776283611737349588e+01,7.776907507801975328e+01,7.826262526330921787e+01,1.000000000000000000e+02
0.000000000000000000e+00,7.627123928819145249e+01,7.646940353386911227e+01,7.752155054889622932e+01,7.764066867957643581e+01,7.792687046972194764e+01,7.832529161894656511e+01,7.899720830982616349e+01,7.993575846793507367e+01,8.006574988104435420e+01,1.000000000000000000e+02
0.000000000000000000e+00,7.723877818905474157e+01,7.785119021816385043e+01,7.879637834851716605e+01,7.896436742910275086e+01,8.002691227469212265e+01,8.009626156870494640e+01,8.041704225089611668e+01,8.077462062461454195e+01,8.087366755348993763e+01,1.000000000000000000e+02
0.000000000000000000e+00,7.856508913341457401e+01,7.920750964564270191e+01,7.948219127637379700e+01,8.047261499424553222e+01,8.092269502360470312e+01,8.128348872836929218e+01,8.146508881453469542e+01,8.205210023579468270e+01,8.335742044808759488e+01,1.000000000000000000e+02
0.000000000000000000e+00,8.042637224565946497e+01,8.069214246190685458e+01,8.227655870266775651e+01,8.156104131600000073e+01,8.168246802580644328e+01,8.353904344328589104e+01,8.375670234236218903e+01,8.448084710076506099e+01,8.474679944100196849e+01,1.000000000000000000e+02
0.000000000000000000e+00,8.213102133472376920e+01,8.310109384815056899e+01,8.465635674308560965e+01,8.490108853656209931e+01,8.495481117529237736e+01,8.575121654465775123e+01,8.588417621896375920e+01,8.612453573560114251e+01,8.745095856553572844e+01,1.000000000000000000e+02
0.000000000000000000e+00,8.900901617142856992e+01,8.915677339805824886e+01,8.939103111627906628e+01,8.956636176000000660e+01,8.975895119999999849e+01,9.019245827281106642e+01,9.047347733793104396e+01,9.124983170847457359e+01,9.195276471428572052e+01,1.000000000000000000e+02
0.000000000000000000e+00,8.919131281318681204e+01,8.994554581395348691e+01,9.054167836893202548e+01,9.065865060000000142e+01,9.070966176000000303e+01,9.239554396799999836e+01,9.248826661016948947e+01,9.291115620829492627e+01,9.224950466884010325e+01,1.000000000000000000e+02
0.000000000000000000e+00,9.148842000000000496e+01,9.153338597802198251e+01,9.296793211034481885e+01,9.316645228800000211e+01,9.366960805714286664e+01,9.272073272603465455e+01,9.305331871606435357e+01,9.358803691840248007e+01,9.408595801617526888e+01,1.000000000000000000e+02
0.000000000000000000e+00,9.369180890591751165e+01,9.403234327925591174e+01,9.448431934714186298e+01,9.471060551885275913e+01,9.520870845771145241e+01,9.552118035822260822e+01,9.627967327463370850e+01,9.708947422350864542e+01,9.786549375275987472e+01,1.000000000000000000e+02
