7.387855473913043625e+01,7.503228084705881429e+01,7.570494784285713763e+01
7.587198148235295037e+01,7.631035239130434888e+01,7.963999457142858773e+01
7.798718181176469955e+01,7.972199820000000159e+01,8.056722169565217939e+01
7.923268799999999601e+01,7.980400182857142966e+01,8.067904816304347548e+01
7.985125704705882299e+01,8.028684707142856780e+01,8.077566521739130678e+01
7.989739909411764529e+01,8.120564164285714526e+01,8.271895186956521684e+01
8.640122992941176960e+01,8.697647931428571155e+01,8.849637156521737325e+01
8.988811014705882485e+01,9.090542386956521170e+01,9.151171097142857036e+01
9.007212594705882225e+01,9.110796750000000088e+01,9.169900919999999189e+01
9.183605390217391573e+01,9.321714668571428319e+01,9.437920279411764568e+01
9.202397448913042410e+01,9.496361779411765269e+01,9.523010314285713207e+01
