6.630713321973094310e+01,6.853956034482759208e+01,6.927869574468084579e+01
6.644284490582958824e+01,7.212356838905775192e+01,7.251728081896551714e+01
6.750242780269059040e+01,7.266573566379310023e+01,7.626108506990881608e+01
6.797857221524662918e+01,7.703519772036474933e+01,7.741946465517241904e+01
6.906781372197309565e+01,7.867324316109423421e+01,8.061368103448276656e+01
7.711343497757847842e+01,7.934187477203647632e+01,8.115624137931034454e+01
7.909351569506726776e+01,7.953863829787233897e+01,8.133709482758621334e+01
7.944294170403587430e+01,8.019724954407294604e+01,8.169880172413792252e+01
7.996708071748879831e+01,8.809560069827585949e+01,8.964645349544073838e+01
8.031650672645740485e+01,8.906932427586207268e+01,9.029504437689969620e+01
9.318637507598783998e+01,9.469852286995515556e+01,9.672255603448276418e+01
